1,-117.179,-10.1331,26.5746
2,-113.868,-10.1331,-85.6391
3,-82.2275,-23.6331,-83.4316
4,-51.6906,-33.2759,-34.4991
5,-38.4457,-42.2759,-15.3676
6,-71.9259,-31.9902,30.6217
